"Gene","Description","Phenotype","Treated_OldMP_1","Untreated_OneTX_1","Treated_OldMP_2","Untreated_OneTX_2","Treated_OldMP_3","Untreated_OneTX_3","TreatedAvg","UntreatedAvg","FoldChange","padj"
"Tb927.8.4330","small GTP-binding protein Rab11,Rab11A GTPase (RAB11)","overrepresented",207.062431044508,4.52548967309624,171.218978869928,1.56474352308963,145.086910146696,29.3912576062971,174.456106687044,11.8271636008277,53.3713765408087,0.000402565172518514
"Tb927.8.6650","RNA-binding protein, putative (DRBD12)","overrepresented",16.552502029199,0.905097934619249,26.8578790384202,1.56474352308963,26.5992668602277,5.44282548264761,23.3365493092823,2.6375556467855,13.4465027619206,0.00278679761716304
"Tb927.8.7170","inositol polyphosphate 1-phosphatase, putative","overrepresented",40.2881653163523,4.52548967309624,47.0012883172353,11.7355764231722,36.2717275366741,4.35426038611809,41.1870603900872,6.87177549412886,7.07923138003973,0.000488574986533002
"Tb927.8.7190","hypothetical protein","overrepresented",143.350913800044,1.8101958692385,104.553886256707,7.04134585390334,132.391805508861,6.53139057917713,126.765535188537,5.12764410077299,38.1031584308372,3.14014278560898e-14
"Tb927.9.10670","Bardet-Biedl syndrome 1 protein homolog (BBS1-like protein 1), putative","overrepresented",28.4203336727756,0.905097934619249,31.6539288667095,1.56474352308963,32.0400259907288,5.44282548264761,30.7047628434046,2.6375556467855,19.1721355731931,2.31901375769983e-05
"Tb927.9.10790","hypothetical protein","overrepresented",104.936616637941,2.71529380385775,85.8492919263787,18.7769222770756,88.2612036725737,4.35426038611809,93.0157040789644,8.61549215568381,21.1628829526987,4.51482229306001e-05
"Tb927.9.11700","hypothetical protein, conserved","overrepresented",65.585385398713,1.8101958692385,61.8690427849321,3.12948704617926,81.0068581652388,5.44282548264761,69.487095449628,3.46083613268846,23.6280141457396,3.05940456845574e-11
"Tb927.9.13610","helicase, putative","overrepresented",61.5253377311736,3.62039173847699,93.0433666688127,17.9945505155308,96.7246067644643,19.5941717375314,83.7644370548169,13.736371330513,9.03371625645585,0.00030461191700548
"Tb927.9.15870","hypothetical protein","overrepresented",63.0868945263811,3.62039173847699,66.6650926132215,3.91185880772408,68.3117535274029,8.70852077223617,66.0212468890018,5.41359043947908,14.1038234838027,1.52920738528737e-07
"Tb927.9.2130","hypothetical protein, conserved","overrepresented",102.438125765609,1.8101958692385,104.074281273878,7.04134585390334,110.628768986856,23.9484321236495,105.713725342114,10.9333246155971,25.3298121409929,0.00017404739681891
"Tb927.9.920","hypothetical protein","overrepresented",24.6725973642778,2.71529380385775,34.0519537808541,1.56474352308963,35.0626699521183,7.61995567570665,31.2624070324167,3.96666433421801,11.8166533024429,0.000265834069900901
